,review,is_bad_review,review_clean,doc2vec_vector_0,doc2vec_vector_1,doc2vec_vector_2,doc2vec_vector_3,doc2vec_vector_4,doc2vec_vector_5,doc2vec_vector_6,doc2vec_vector_7
19718,"The Lenox Hotel is well-situated for shops, ideal when it rains, public transport and not too far to walk to the Freedom Trail.
The reception was extremely friendly and helpful as were all staff throughout our three-night stay.
The rooms were decorated in a traditional style, well-maintained and very comfortable. 
We used the hotel for one evening meal and were impressed by the sensible menu and good food. We also had breakfast each day, and once we had modified our orders to reflect the generous portion sizes, thoroughly enjoyed the meals and had no need of lunch! 
As a hotel for tourists looking for comfort, individuality , friendliness and an efficient yet relaxed ambience, it is ideal.",0,"lenox hotel well-situated shop ideal rain public transport far walk freedom trail.
the reception extremely friendly helpful staff throughout three-night stay.
the room decorate traditional style well-maintained comfortable 
we use hotel one evening meal impressed sensible menu good food also breakfast day modify order reflect generous portion size thoroughly enjoy meal need lunch 
as hotel tourist look comfort individuality friendliness efficient yet relax ambience ideal",0.34903258,0.024330232,-0.33907762,-0.0061350786,0.9969093,-0.18847822,1.0040455,0.23689
1023,"This is an interesting boutique hotel. The history behind this hotel makes the current stylings more intriguing. The people working at the front desk were very friendly and offered glasses champagne as a welcome gift. The lobby is part of the converted jail and is mostly brick and stone. Even in the middle of the day everything was kept pretty dark. The room was average and had a nice view even from the -th floor. The bar and restaurant off the main lobby, Clink, is very pricy. There is seating around the lobby and up a couple of floors which makes for an interesting experience overlooking everything. Some of the small snacks from the bar were very good along with some mixed drinks. Room service was very quick and runs ----. I almost expected this hotel to have a little more luxury than it did, but my stay was nice nonetheless.",0,interest boutique hotel history behind hotel make current stylings intrigue people work front desk friendly offer glass champagne welcome gift lobby part convert jail mostly brick stone even middle day everything keep pretty dark room average nice view even th floor bar restaurant main lobby clink pricy seat around lobby couple floor make interesting experience overlook everything small snack bar good along mixed drink room service quick run almost expect hotel little luxury stay nice nonetheless,0.2533832,0.073324144,-0.23661909,0.0341824,0.6913201,-0.09888518,0.637524,0.08382561
36573,"We just returned from our stay-cation at the Arizona Biltmore. We have stayed at this property before and are always anxious to return. We did encouter a few problems at check-in, but the front desk resolved these issues quickly and without any major disruptions to our vacation. The staff at the Bilmore is very friendly and attentive to your needs. It is a large property and can take a little time to get the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""lay of the land"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" so to speak if it is your first visit, but the grounds and property are beautiful. The Biltmore offers a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""All inclusive package"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" which I would highly recommend for anyone. I beleive the rates start at $---.-- per night (which seems high) but, This includes your room, resort fee, self park, and vouchers towards Breakfast Lunch and Dinner. The vouchers are for - people and cover $--.-- for Breakfast, $--.-- for Lunch, and $--.-- for Dinner. All vouchers are plus tax and gratuity which means you can spend the amount of the voucher and the tax and gratuity at --% are covered. The vouchers alone are good for about $---.-- a day and can be used for any food or beverage (beer, wine, or any drink is covered) at any of their resaurants. When you break it down, you would need to book the room for $--.-- a night if you are planning on eating at the property. Its a GREAT deal!
Our favorite resaurant on property is Frank and Albert's. It is casual enough that you won't feel out of place no matter how you are dressed, yet if you want to dress up, it is nice enough that you wont feel like you are over dressed. We were fortuante enough on this visit to meet """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Maria"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" at our first lunch at the propoerty. She is one of the servers there and after she took care of us that day, we asked for her on every visit. The food was always right and the glasses were always full. By the middle of our vacation, she had a table reserved for us with our favorite drinks awaiting our arrival. I mentioned to her that the dinner menu only contained a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Flat Iorn Steak"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" for dinner and asked if there were other options. Her reply was """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""What type of steak are you looking for and I will make it happen for you"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". We request NY Strip steaks and upon arrival that evening for dinner I was shocked to hear that she had gotten them for us. Not only a huge customer service offer, but the steak was one of the best that I have ever had.
If you have a chance to visit this resort. Make sure you take the time to go to Frank and Albert's and ask for """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Maria"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". It will be a fantastic dinning experience and make sure you ask for the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Jensen"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" special. She will get a kick out of it, and you'll have a great steak!",0,"return stay-cation arizona biltmore stayed property always anxious return encouter problem check-in front desk resolve issue quickly without major disruption vacation staff bilmore friendly attentive need large property take little time get lay land speak first visit ground property beautiful biltmore offer inclusive package would highly recommend anyone beleive rate start per night seem high include room resort fee self park voucher towards breakfast lunch dinner voucher people cover breakfast lunch dinner voucher plus tax gratuity mean spend amount voucher tax gratuity cover voucher alone good day use food beverage beer wine drink cover resaurants break would need book room night plan eat property great deal!
our favorite resaurant property frank albert's casual enough feel place matter dress yet want dress nice enough wont feel like dress fortuante enough visit meet maria first lunch propoerty one server take care day ask every visit food always right glass always full middle vacation table reserve favorite drink await arrival mention dinner menu contain flat iorn steak dinner ask option reply type steak look make happen request ny strip steaks upon arrival evening dinner shock hear gotten huge customer service offer steak one best ever had.
if chance visit resort make sure take time go frank albert's ask maria fantastic din experience make sure ask jensen special get kick great steak",0.78526866,0.08521496,-0.6875667,-0.017151607,1.8948133,-0.5287352,1.878359,0.3735379
28153,"I am a big Starwood and Westin fan and this hotel continues the tradition. Westins almost always have clean, comfortable rooms and this one is no exception. As I am a preferred Starwood member I get free access to the concierge lounge and gym - both of which are my favorite in Chicago. Sam, who runs the Westin workout in the morning is friendly, helpful, and a great source of knowledge. The concierge lounge is staffed with friendly people, with an excellent breakfast and good source of hors d'ovors in the evening. All in all a great hotel for those of us Road Warriors, with a great location near the loop and Michigan Ave.",0,big starwood westin fan hotel continue tradition westins almost always clean comfortable room one exception prefer starwood member get free access concierge lounge gym favorite chicago sam run westin workout morning friendly helpful great source knowledge concierge lounge staff friendly people excellent breakfast good source hors d'ovors even great hotel road warrior great location near loop michigan ave,0.2571777,0.0833277,-0.2243341,0.07597924,0.6686858,-0.12011087,0.78632194,0.1551011
23297,"This is the -rd time I have travelled to New York, and the closest I have stayed to Times Square. We found the hotel to be brilliant. We had a few difficulties with our booking through the agent we used and wondered if the hotel would continue these troubles, but they were exactly aware of what had happened and check in and check out was seamless. The hotel is funky with fab wallpaper. Our room was fantastic, the biggest room I have stayed in in New York. The only thing that would have made the room better would be drawers. Breakfast was included with our stay, and this was a real plus point. Yes there is a club in the hotel, and as we were on the -th floor we could hear some music, but it never stopped us from sleeping! We didn't use the pool, on an evening it was a bit like P Diddy's crib, with ladies in bikini's sipping cocktails, but we never expected to go to New York and use the hotel pool, we were there for the sights! And sights there are, not -- meters from the front door is Times Square! I would definitely stay in the hotel again.",0,rd time travel new york closest stay time square found hotel brilliant difficulty book agent use wondered hotel would continue trouble exactly aware happen check check seamless hotel funky fab wallpaper room fantastic big room stay new york thing would make room well would drawers breakfast include stay real plus point yes club hotel th floor could hear music never stop sleep use pool even bit like diddy's crib lady bikini's sip cocktail never expect go new york use hotel pool sight sight meter front door time square would definitely stay hotel,0.3758087,0.0007082871,-0.2466249,-0.0787281,0.71126723,-0.19052461,0.75276315,0.1478169
37130,"Eilan is a very nice facility. Brand new and high end fixtures and the rooms are well outfitted. The business center and fitness room are slightly above average and the room service is catered by Sustino (sp?), the on site restaurant, which is nice. Eilan passes my litmus test for a good hotel: good WiFi and a complimentary robe... The staff is friendly, accommodating, and very professional.
The Eilan location, however, is slightly isolated. I suspect that they had hoped for the grounds to be better developed, which has not yet happened. Also, I do not know if Eilan qualifies as a resort, but it definitely is a nice hotel in a City with few comparable options...",0,"eilan nice facility brand new high end fixture room well outfitted business center fitness room slightly average room service cater sustino sp site restaurant nice eilan pass litmus test good hotel good wifi complimentary robe staff friendly accommodate professional.
the eilan location however slightly isolated suspect hop ground well develop yet happen also know eilan qualifies resort definitely nice hotel city comparable option",0.40347508,-0.03407981,-0.2621124,-0.04669716,0.8548092,-0.21621764,0.88016975,0.21554662
23320,"The Budget Lodge is a no frills motel, and you can't beat the price. Our room was clean,
the bathroom was spotless, and the bed-pillows were comfy. We did have a problem with hot water coming out of the cold water tap, but they came up immediately to fix the problem, which is all you can ask. There is a 'fridge in the room, which was convenient.
The Manager did give us a map of the downtown area, which is less than a ten minute walk. The Budget Lodge was very close to Chase Field, as we caught the Phillies vs. the D'backs. I did not realize there was breakfast, but Starbucks is right down Van Buren so that's not a problem. The walk from downtown late at night might be an issue for some. We live in NYC, and it was odd to see NOBODY out walking. Again, it was not a big deal to us, but just wanted people to know that the area might seem isolated 
(if you were a single traveler). However, buses do run on Van Buren, and altho we walked it is possible to get a ride right to the hotel. It is a good value.",0,"budget lodge frill motel can't beat price room clean,
the bathroom spotless bed-pillows comfy problem hot water come cold water tap come immediately fix problem ask fridge room convenient.
the manager give map downtown area less ten minute walk budget lodge close chase field catch phillies d'backs realize breakfast starbucks right van buren that's problem walk downtown late night might issue live nyc odd see nobody walk big deal want people know area might seem isolated 
(if single traveler however bus run van buren altho walk possible get ride right hotel good value",0.3925977,0.01916955,-0.38227886,0.014554105,1.008211,-0.24470842,0.9369172,0.1525215
10802,"We were in for the AT&T American Cup and booked this because it was close to Madison Square Garden. Arrived a little early and got a room right away. Front desk was always nice and answered any questions we had. The rooms were a little small, but probably the CLEANEST hotel we ever stayed in! Was close two subway stops, which was nice too. The continental breakfast was great and healthy. I would defiantly stay with this hotel again if we travel back to NY.",0,at&t american cup book close madison square garden arrive little early get room right away front desk always nice answered question room little small probably clean hotel ever stay close two subway stop nice continental breakfast great healthy would defiantly stay hotel travel back ny,0.077240564,-0.018428503,-0.0582955,-0.009604166,0.26322284,-0.098680414,0.29160625,0.046744574
7954,"My family just got back from the Magic Castle in July. We were greeted with a warm welcome. The positives of this hotel were the unlimited free snacks and beverages and the directions to places from the front desk. My family thought the rooms were very outdated and kind of grungy, especially the bathrooms. The bathrooms had lots of chipped paint, and the bathtub barely drained. The rooms also had very old tvs. We decided to check out a day early because we were not satisfied with the room quality. They said it was fine and we wouldn't be charged. When we checked out we paid for the two nights we were there. I just got my credit card bill and we were charged $--- more than the amount from the receipt I had signed. Now I have to dispute it with the credit card company. This hotel is really no better than a Motel -.",1,family get back magic castle july greet warm welcome positive hotel unlimited free snack beverage direction place front desk family think room outdated kind grungy especially bathrooms bathroom lot chip paint bathtub barely drain room also old tv decide check day early satisfied room quality say fine charge check pay two night get credit card bill charge amount receipt sign dispute credit card company hotel really well motel,0.20980167,0.005943951,-0.19002467,0.029101709,0.6844653,-0.22433417,0.7032238,0.09214019
26777,"After researching many NYC hotels on the internet, I kept returning to the Shelburne Murray Hill recommendations and finally went ahead and booked a room. I couldn't be more glad I did. This hotel lives up to the charm, pleasantry and hospitality that many travelers have shared. The rooms are nicely sized and appointed in a lovely and quaint fashion. The staff is very helpful. We were able to check in early, much to our delight. The beds were comfortable and clean. Don't be detoured by the location. It is still close to everything and the great savings compared to the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""big"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" hotels in time square are well worth the couple extra blocks you may have to travel. We had - moms and - daughters enjoy a wonderful weekend with a stellar view of the Chrystler Building. You won't be disappointed. We'll be back.",0,research many nyc hotel internet keep return shelburne murray hill recommendation finally go ahead book room glad hotel live charm pleasantry hospitality many traveler share room nicely size appoint lovely quaint fashion staff helpful able check early much delight bed comfortable clean detour location still close everything great saving compare big hotel time square well worth couple extra block may travel mom daughter enjoy wonderful weekend stellar view chrystler building disappoint we'll back,0.2544019,-0.0021494103,-0.2681166,0.016700229,0.8137403,-0.23771463,0.81056875,0.17653929
23623,"Stay was fine, very good breakfast, friendly staff. Very difficult to find motel in the dark and rain. Lot's of traffic and not easily seen from road.",0,stay fine good breakfast friendly staff difficult find motel dark rain lot's traffic easily see road,0.08913462,-0.012620627,-0.026485404,0.029626302,0.13914183,0.0038263688,0.19751202,-0.029906511
2331,"We stayed in this hotel during a Sweet Adeline convention. First time staying at an Embassy Suites, and I'll be staying again!!.....Breakfast was great....but happy hour!!...fantastic!!....they call it a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""managers reception""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""...but it's happy hour!!...free drinks and munchies!!...pool-hot tub area gorgeous, and the rooms big, spacious, and clean...(funky decor!!) staff were friendly and courteous!! and a FREE SHUTTLE to take us anywhere in the downtown corridor! Great property!! $-- cab ride to the Galleria Mall! and super shuttle service to both airports!",0,"stayed hotel sweet adeline convention first time stay embassy suite i'll stay again!!.....breakfast great....but happy hour!!...fantastic!!....they call manager reception""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""...but happy hour!!...free drink munchies!!...pool-hot tub area gorgeous room big spacious clean...(funky decor staff friendly courteous free shuttle take anywhere downtown corridor great property cab ride galleria mall super shuttle service airport",0.28715396,-0.0143194385,-0.1636214,0.028665096,0.6294347,-0.16484736,0.67041045,0.12606959
26931,A-C made a loud bang noise when auto on-off from the room next mine. It seems a common problem where I've stayed in different floor and different room. Really disturb my sleep. I did report it every time I had the issue. But not sure if it can be fixed.,1,a-c make loud bang noise auto on-off room next mine seem common problem i've stay different floor different room really disturb sleep report every time issue sure fix,0.13202934,-0.020384977,-0.06126883,-0.049758237,0.35812372,-0.0345069,0.28727397,0.123030014
31545,We attended a wedding here. It was very well done and the food and sevice were excellent. The rooms are very small but the great location makes up for it.,0,attend wedding well do food sevice excellent room small great location make,0.10124074,0.030045647,-0.021737628,0.05313741,0.12915675,0.0014854989,0.109656826,-0.020664586
10877,"Very great and convenient location.
Other than that... nothing else about this hotel really impressed me.",1,"great convenient location.
other nothing else hotel really impressed",-0.03189126,-0.032860357,-0.016408121,-0.00792858,0.1349129,0.0073768217,0.057258926,0.022796148
24040,"This property was the perfect location for a weekend of work and play in Columbus. It's close to Arena district and Short North for many dining and shopping options. Plus, there are a lot of bars around if you like to go out.
The rooms are very nice, updated but the bathroom is the strangest I've ever seen. Almost triangular in shape with a folding door that gets in the way of everythng. The shower has a glass wall that goes about --- of the way across the length of the shower, so the floor gets wet. There's a mini fridge that was a nice amenity.
The place was swarming with teens from a volleyball ? tournament so it was very loud, even late at night. The noise from the hallway was so loud I was grateful when the people ended up leaving the next day.
Breakfast buffet was very good as was the service.
Don't pay $-- bucks to park. We parked about a block away on the weekend for $- per day and had easy access to the car.",1,"property perfect location weekend work play columbus close arena district short north many din shopping option plus lot bar around like go out.
the room nice update bathroom strangest i've ever see almost triangular shape fold door get way everythng shower glass wall go way across length shower floor get wet there's mini fridge nice amenity.
the place swarm teen volleyball tournament loud even late night noise hallway loud grateful people end leave next day.
breakfast buffet good service.
don't pay buck park parked block away weekend per day easy access car",0.3780748,0.10599444,-0.28834867,-0.067367144,0.9279504,-0.19066878,0.80162793,0.2279055
20386,"I love the building and the rooms as well as the location. The bar is great as well; however the staff ruined the stay for me. 
It took over -- min for the valet to get my car as they lost the ticket on the keys. Valet charged $-- at a local lot that is $---day.
I left the hotel the -nd day at -:--, returning at -:-- to find the room had not been made up. Calls to housekeeping and the front desk went unanswered. Housekeeping arrived at -:-- and entered the room without knocking as I was in the bathroom. I asked them to come back in - min and they said OK. At -:-- the front desk called me to tell me my room would not be cleaned that day as they housekeeping staff was too busy due to many late check-outs and a wedding dinner. The woman was rude and argumentative while explaining that it was not the hotel's fault that my room was not made up. When I left to go out to dinner about -- minutes later the housekeeping staff were waiting in the hall.
When I checked out I had about $-- in mini-bar charges added to my bill for no reason.......",1,"love building room well location bar great well however staff ruin stay 
it take min valet get car lose ticket key valet charge local lot day.
i leave hotel nd day return find room make call housekeep front desk go unanswered housekeeping arrive entered room without knock bathroom ask come back min say ok front desk call tell room would clean day housekeep staff busy due many late check-outs wed dinner woman rude argumentative explain hotel's fault room make leave go dinner minute later housekeep staff wait hall.
when check mini-bar charge add bill reason",0.20363522,0.07083538,-0.23120674,0.0026926447,0.6637635,-0.13491718,0.77220577,0.19036432
3000,"Me & My husband stayed here for a week in May ----. There wasn't alot of other people staying during that time, and it was nice because alot of the time we felt we had the place almost to ourselves. There was a convention there of some sort for a couple of days, but other than that it was pretty quiet. Never ate at the restaurant there...it was very expensive! We did sit one night and have a few drinks there, which was nice. The lush landscaping makes you feel like you're somewhere tropical. The ducks & parrots around are pretty cool too. The jacuzzi near the pool was one of the best features I thought! It was huge! Almost every nite we would go down to the pool area, and we practically had it all to ourselves! It was a nice way to end the day of sightseeing and to soothe our tired bodies. The bike rental shop is right there next to the hotel, which was convenient, as that's one of the things you have to do while there! It was alot of fun. We took the public transit instead of renting a car. The bus stop is right in front of the hotel, and for $- you ride all day on the city buses and they take you everywhere! Old Towne, Gaslamp & the zoo! Also, the San Diego transit website makes it very easy to navigate your way around the city. It saved us a TON of money! The hotel charges you extra for parking a car everyday. The one downside was that our room did not have a mini-fridge, which I thought it would. So we ended up buying a cheap cooler to keep drinks-snacks in our room. The hotel is so convenient to stores, shops & the beach, you really can just walk everywhere- and the fact that they have their own private beach is really nice. Although we didn't eat at the restaurant there, we must have tried almost every restaurant in a - mile radious! It was alot of fun, and I would definitely go again. Not sure if I'd stay here again, I think renting a condo in the same area, that includes - beach bikes is a better way to go, and would save even more money b-c you would have a kitchen & grilling capabilities if you didn't want to eat out every nite.",0,husband stay week may alot people stay time nice alot time felt place almost convention sort couple day pretty quiet never eat restaurant there...it expensive sit one night drink nice lush landscaping make feel like somewhere tropical duck parrot around pretty cool jacuzzi near pool one best feature think huge almost every nite would go pool area practically nice way end day sightsee soothe tired body bike rental shop right next hotel convenient that's one thing alot fun take public transit instead rent car bus stop right front hotel ride day city bus take everywhere old towne gaslamp zoo also san diego transit website make easy navigate way around city save ton money hotel charge extra park car everyday one downside room mini-fridge thought would end buying cheap cooler keep drinks-snacks room hotel convenient store shop beach really walk everywhere fact private beach really nice although eat restaurant must try almost every restaurant mile radious alot fun would definitely go sure i'd stay think rent condo area include beach bike well way go would save even money b-c would kitchen grill capability want eat every nite,0.5447724,0.08630083,-0.52647805,-0.11364108,1.3908771,-0.42291576,1.3415693,0.24779317
32440,"We loved the Drury Inn in San Antonio! I took my son, daughter-in-law and seven year old grandson in mid-May ----. Our suite was on the -th floor. Our two room suite had micro, refrig. solid surface counter tops and very clean. We especially liked the balcony with view of street and river. This was a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""treat for my children"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" and we were very well pleased. I made coffee in the morning and closed the bedroom door, so they could sleep and I could relax and watch the tv. During our stay the breakfast included waffles, french toast, eggs, cereal, fruit. In other words, a complete meal. Employees were helpful and friendly. We did not experience any noise problems from other rooms and the hotel had lots of families with children. I also appreciated the security factor. Just outside the door is the Riverwalk. We will definitely stay at Drury poperties again!!! Enjoy San Antonio. Seaworld is great. Also enjoyed Market Square and the children's museum.",0,loved drury inn san antonio take son daughter-in-law seven year old grandson mid-may suite th floor two room suite micro refrig solid surface counter tops clean especially liked balcony view street river treat child well pleased make coffee morning close bedroom door could sleep could relax watch tv stay breakfast include waffle french toast egg cereal fruit word complete meal employee helpful friendly experience noise problem room hotel lots family child also appreciate security factor outside door riverwalk definitely stay drury poperties enjoy san antonio seaworld great also enjoy market square children's museum,0.3900818,0.01828681,-0.3841371,-0.013623918,0.97685266,-0.18948095,0.9292996,0.13460311
11373,"I am completely disappointed and dissatisfied with this hotel, and despite its convenient location, will NEVER stay at this hotel again. We requested a -pm checkout when we first booked this hotel, and did not expect it to be an issue. BUT, when we checked in, we were informed of a $--+tax fee for a -pm late checkout. This was not listed anywhere on the hotel's website, and it is a complete sham, as we could've stayed in a nicer hotel for less than $-- more and would not have had to pay the additional fee! When we questioned this late checkout fee, the manager was exceptionally rude, and instead of answering our questions, kept repeating that he had to follow """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""rules and regulations."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" As if the $--+tax fee was not enough, when we got to our room, we were greeted by a sign that warned of a $--+tax fee if the towels or sheets had any marks on them upon checkout, to include makeup, toothpaste, etc. This is completely ridiculous as simply wiping one's mouth after brushing one's teeth would leave a mark, as might wiping one's face after removing makeup. The plain white towels were in terrible shape, as were the sheets (multiple holes). Isn't bleach supposed to be used following each guest's stay? I would not recommend this hotel to anyone that does not want to be 'nickle and dimed,' or nervous about touching the towels for fear of yet an additional fee.",1,completely disappointed dissatisfied hotel despite convenient location never stay hotel request pm checkout first book hotel expect issue check informed tax fee pm late checkout list anywhere hotel's website complete sham could've stay nice hotel less would pay additional fee question late checkout fee manager exceptionally rude instead answer question keep repeat follow rule regulation tax fee enough get room greet sign warn tax fee towel sheet mark upon checkout include makeup toothpaste etc completely ridiculous simply wipe one's mouth brush one's teeth would leave mark might wipe one's face remove makeup plain white towel terrible shape sheet multiple hole bleach suppose use follow guest's stay would recommend hotel anyone want nickle dim nervous touch towel fear yet additional fee,0.6833182,0.029350668,-0.5270198,0.020606978,1.6416861,-0.38335037,1.5283917,0.26548913
33976,"Fine under the circumstances. Very friendly and helpful staff, from check-in to airport return arrangements. Location is not central but accommodations were fine. Had a very late dinner at the lounge. Simple but well executed choices by an excellent server.",1,fine circumstance friendly helpful staff check-in airport return arrangement location central accommodation fine late dinner lounge simple well execute choice excellent server,0.16032828,0.015269674,-0.15354276,0.0019926417,0.33438978,-0.07321752,0.26867127,0.09881125
12113,"I visited this hotel with my family after having a so-so experience the first time a year or so ago, and it was a vast improvement! Very nice stay -- comfortable rooms, nice pool, and -- is a great restaurant! I'm not sure what happened the last time, but this time we ate there - times and every meal was excellent. Get the steak salad! No complaints, and now I can definitely recommend this hotel. They really kicked it up a notch. It is just a quick walk to the Liberty Bell and Independence Hall so very conveniently located if those are your plans. Starbucks in the lobby is always appreciated!",0,visited hotel family so-so experience first time year ago vast improvement nice stay comfortable room nice pool great restaurant i'm sure happen last time time ate time every meal excellent get steak salad complaint definitely recommend hotel really kick notch quick walk liberty bell independence hall conveniently locate plan starbucks lobby always appreciate,0.24630725,-0.024224227,-0.16435166,0.04457269,0.53348064,-0.13941073,0.47875243,0.12474922
24093,"The hotel is beautiful and the location is fantastic. Love the look, feel and vibe of the place top to bottom. However, I was bitten with bed bugs extensively in two rooms while staying there - arms, neck, face, legs and ankles. The Bowery brought in sniffing dogs who did confirm both rooms had bed bugs. The Bowery's protocol for treating bags and clothes is perfect and swift. Also, I did get a confirmation that no bugs traveled back home with me via the sniffing dogs and pest control experts I decided to pay to have to come into my home - given the bugs were found in two rooms.",1,hotel beautiful location fantastic love look feel vibe place top bottom however bitten bed bug extensively two room stay arm neck face leg ankle bowery bring sniff dog confirm room bed bug bowery's protocol treat bag clothes perfect swift also get confirmation bug travel back home via sniff dog pest control expert decide pay come home give bug find two room,0.3846302,0.025743747,-0.32944578,-0.048481848,0.9254632,-0.17959027,0.91132295,0.2037966
22817,"We spent three nights at the Peabody and were very pleased. The staff goes out of their way to be friendly and make sure your are having a good stay. Friendliest hotel staff I've found in a while. Except for a little dirt behind the bathroom door, the room was very nice. 
Comfortable bed, lots of space. But you can get a good room anywhere. 
The service made the difference.",0,"spent three night peabody pleased staff go way friendly make sure good stay friendly hotel staff i've find except little dirt behind bathroom door room nice 
comfortable bed lot space get good room anywhere 
the service make difference",0.11520213,0.06459313,-0.10245995,0.016585838,0.18989842,-0.041196138,0.25897658,0.0385854
5226,"We were referred to the Executive Hotel by a friend since this was our first journey to San Francisco. The rooms were quaint and comfortable, as well as the hotel. A glass of red wine in the evening by the fireplace was a nice highlight after going all day in the cool weather! The staff during the week was very helpful and full of recommendations for places to eat. Initially, it's tough to find the hotel if you are not familiar with the city due to end of roads and one ways but once there, the location is ideal to walk to many places in San Francisco!",0,referred executive hotel friend since first journey san francisco room quaint comfortable well hotel glass red wine even fireplace nice highlight go day cool weather staff week helpful full recommendation place eat initially tough find hotel familiar city due end roads one way location ideal walk many place san francisco,0.1518604,-0.019394867,-0.09969352,-0.029074438,0.46551484,-0.06670981,0.4409246,0.1437669
37419,"Best vegetarian egg white frittata I ever had - served by our awesome waiter Alberto!
Best Manhattans my husband an son ever had - and presentation was awesome with extra bitters served on the side.",0,"best vegetarian egg white frittata ever serve awesome waiter alberto!
best manhattan husband son ever presentation awesome extra bitter serve side",0.12939,-0.03311119,-0.11701132,-0.0020805483,0.5005098,-0.13156982,0.44573212,0.039507672
33156,"If I had paid attention to the silly negative reviews, we would have missed out on one of the truly wonderful hotel experiences of my long life. While not massive in ANY way, we loved this delightful historic hotel, perfectly located right in the heart of the midtown area, a short walk, even with roller bags, from Grand Central. The staff was warm and friendly and the lobby exudes charm. The bed was comfortable and the room was quiet, especially considering the hotel in th heart of the city! The bathroom was small but so is every other one in any of the many NYC hotels I have stayed in. Everything was clean and pleasant!",0,pay attention silly negative review would miss one truly wonderful hotel experience long life massive way love delightful historic hotel perfectly locate right heart midtown area short walk even roller bag grand central staff warm friendly lobby exudes charm bed comfortable room quiet especially consider hotel th heart city bathroom small every one many nyc hotel stay everything clean pleasant,0.16684037,0.0150888115,-0.15873058,-0.021318298,0.5019453,-0.1736855,0.49011898,0.13274303
20970,"I booked this hotel direct through their website and got an amazing deal as booked quite far in advance. We just used the hotel as a base for seeing DC and the room had all the facilities we could need. Very clean. Very comfy bed. View from the window was not great, but that didn't bother us. The room even had a little kitchenette with fridge. Coffee maker and safe in room. Location was very central - easily walkable to all the sights, museums and Georgetown. Overall I would recommend this hotel and stay here again (if I can get a good advance deal online).",0,booked hotel direct website get amazing deal book quite far advance use hotel base see dc room facility could need clean comfy bed view window great bother room even little kitchenette fridge coffee maker safe room location central easily walkable sight museum georgetown overall would recommend hotel stay get good advance deal online,0.09660361,0.06368183,-0.10661888,-0.032852244,0.30673358,-0.025751913,0.38238606,0.12344714
28094,"My mom and I really enjoyed our recent stay. The staff is professional, courteous and always spot on. The room was clean and very spacious. I will definitely make this my top hotel pick for future trips to New York!",0,mom really enjoyed recent stay staff professional courteous always spot room clean spacious definitely make top hotel pick future trip new york,0.06528816,0.0506756,-0.11909015,-0.03539293,0.21506678,-0.06806226,0.12634452,-0.02721073
